name,chamfer,iou_volumetric,fscore@0.01,precision@0.01,recall@0.01,fscore@0.02,precision@0.02,recall@0.02,fscore@0.05,precision@0.05,recall@0.05
car_1,0.35064104199409485,0.03287427809862283,0.009405285831147388,0.008799999952316284,0.010099999606609344,0.04253533537845648,0.03799999877810478,0.04829999804496765,0.13254326717312934,0.10889999568462372,0.16929998993873596
car_2,0.30084823071956635,0.026859205776173286,0.011849783458128978,0.011899999342858791,0.011799999512732029,0.056221662112309445,0.058399997651576996,0.05419999733567238,0.19524536978880805,0.19429999589920044,0.19619999825954437
car_3,0.27645471692085266,0.038565223902950425,0.01699940582807323,0.016899999231100082,0.017099998891353607,0.0724284255115487,0.07119999825954437,0.07369999587535858,0.229284243716243,0.23119999468326569,0.22739998996257782
rifle_1,0.2703545615077019,0.006117045558294531,0.019861106569951447,0.014299999922513962,0.032499998807907104,0.05282780663730087,0.031099999323487282,0.1753000020980835,0.1376708484299454,0.07919999957084656,0.5259999632835388
rifle_2,0.28020621091127396,0.0,0.03052575469342923,0.021199999377131462,0.054499998688697815,0.07014840604793521,0.041999999433755875,0.2126999944448471,0.18644946241001553,0.10999999940395355,0.611299991607666
rifle_3,0.2537589892745018,0.0,0.03373552503059919,0.02319999970495701,0.061799999326467514,0.0797760045794831,0.0471000000834465,0.2604999840259552,0.17506719332936055,0.10170000046491623,0.6283999681472778
