name,chamfer,iou_volumetric,fscore@0.01,precision@0.01,recall@0.01,fscore@0.02,precision@0.02,recall@0.02,fscore@0.05,precision@0.05,recall@0.05
car_1,0.36610502004623413,0.02872407291011942,0.005412838902770808,0.004999999888241291,0.0058999997563660145,0.026441412069337332,0.02369999885559082,0.029899999499320984,0.10727543898780757,0.08839999884366989,0.1363999992609024
car_2,0.3424006253480911,0.017299107142857144,0.00724137410460318,0.00699999975040555,0.007499999832361937,0.0357192676389547,0.0340999998152256,0.03749999776482582,0.14267981487670822,0.12189999967813492,0.171999990940094
car_3,0.40677644312381744,0.01649407494395217,0.007968744718637122,0.007499999832361937,0.008499999530613422,0.04414455161342455,0.040300000458955765,0.04879999905824661,0.13279265064332854,0.10969999432563782,0.16820000112056732
rifle_1,0.5083728283643723,0.006979815129220902,0.004244205989487985,0.0031999999191612005,0.006300000008195639,0.010919886225348428,0.0066999997943639755,0.029500000178813934,0.029956208757871645,0.01769999973475933,0.0973999947309494
rifle_2,0.5313012301921844,0.0005794414184725924,0.0025499961091895416,0.0016999999061226845,0.0050999997183680534,0.005915926370146301,0.003499999875202775,0.019099999219179153,0.025063491918648477,0.015699999406933784,0.06209999695420265
rifle_3,0.7155427932739258,0.0,0.0074181774415953226,0.0050999997183680534,0.013599999248981476,0.017837415511188948,0.010799999348819256,0.05119999870657921,0.03668329243782487,0.02199999988079071,0.11029999703168869
